0,1,2,3,4,5,6,7
1181,top,[tɒp],"n.顶点，顶端；（物的）
上面",She was standing at the top of the stairs.,她站在楼梯顶端。,,
1182,touch,[tʌtʃ],"vt.触摸，接触；感动 n.接
触",I touched a hot pot.,我摸到了一个热锅。,,
1183,trade,[treɪd],n.贸易 v.交换；做生意,"This marked the beginning of the slave
trade.",这标志着奴隶贸易的开始。,,
1184,traditional,[trəˈdɪʃənl],a.传统的，惯例的,"It's traditional not to eat meat on Good
Friday.",耶稣受难日当天不吃肉，这是传统。,,
1185,translate,[trænsˈleɪt],v.翻译；（使）转变,"We translated the English novel into
Chinese.",我们把那本英文小说译成了中文。,,
1186,treat,[tri:t],"vt.对待，看待；治疗；款
待","She was treated as a member of the
family.",她被看做这个家庭的一员。,,
1187,trouble,[ˈtrʌbl],"n.困难；麻烦 vt.麻烦；使
烦恼","Sorry to trouble you, but could I ask a
quick question?","很抱歉给你添麻烦了，我能问一个简短
的问题吗？",,
1188,trust,[trʌst],v./n.信任，相信,Do you trust in God?,你信仰上帝吗？,,
1189,truth,[tru:θ],n.真理，真相,"It is a widely accepted truth that the
earth moves round the sun.","地球绕着太阳转是一个被普遍接受的真
理。",,
1190,try,[traɪ],"v.尝试；努力；试用，试
穿","The doctor tried to cure the woman of
her illness, so he tried treating her with a
new medicine.","医生尽力为这个女人治病，因此他试着
用一种新药给他治疗。",,
1191,turn,[tɜ:n],"v.翻转，转动；转弯；变
成 n.（依次轮流的）顺
序；拐角；转折点","We arranged to meet at 7：30, but she
never turned up.","我们约好 7:30 碰头，但她根本没露
面。",,
1192,typical,[ˈtɪpɪkl],"a.(of)典型的，有代表性
的","Typical of the Scots, Burns had a
reputation for being funny and
charming.","彭斯是一名典型的苏格兰人，以风趣和
有魅力而闻名。",,
1193,umbrella,[ʌmˈbrelə],n.伞,"The boy was saved under the umbrella
of this brave soldier.","男孩在这位勇敢的士兵的保护下得救
了。",,
1194,under,[ˈʌndə(r)],"prep./ad.在……下面；小
于，少于 prep.在……（过
程）之中",Strange plants grow under the sea.,海底生长着奇怪的植物。,,
1195,underground,"[ˈʌndəgraʊ
nd]",a.地下的；秘密的 n.地铁,"I used to go to work by underground
when I was in London.",我在伦敦时，通常乘地铁上班。,,
1196,understand,"[ˌʌndəˈ
stænd]",v.懂得，理解,"I really can't understand you treating her
like that.",我真不能理解你为什么那样对待她。,,
1197,uniform,[ˈju:nɪfɔ:m],n.制服,"All members of our club shall wear
uniforms.",我们俱乐部的成员应该穿统一制服。,,
1198,universe,[ˈju:nɪvɜ:s],n.宇宙,"Scientists have many theories about
how the universe came into being.","有关宇宙的形成，科学家们有很多说
法。",,
1199,university,"[ˌju:nɪˈvɜ:sə
ti]",n.（综合性）大学,"There are twenty-one colleges of Oxford
University.",牛津大学有 21 个学院。,,
1200,unless,[ənˈles],conj.除非，如果不,"The little boy won't go to sleep unless his
mother tells him a story.","这个小男孩不愿意睡觉，除非妈妈给他
讲一个故事。",,
1201,unlike,[ˌʌnˈlaɪk],"a./prep.不像，和……不
同","Unlike John,Tom dislikes playing football.",与汤姆不同，汤姆不喜欢踢足球。,,
1202,until,[ənˈtɪl],conj./prep.直到……为止,"I won't know his opinion until his letter's
arrival.","直到收到他的信，我才会知道他的意
见。",,
1203,up,[ʌp],"ad./prep.向上；起立 a.
向上的 n.上升，上坡","Shall we eat out or stay in ? It's up to
you.","咱们是到外面吃饭还是待在家里？你决
定吧。",,
1204,upset,[ʌpˈset],a.心烦的，苦恼的,"James was upset,because he had lost
his ticket.",詹姆斯很烦躁，因为他把车票丢了。,,
1205,upward,[ˈʌpwəd],"a./ad.[also upwards]向
上的/地；上升的/地",Costs are moving upward(s).,费用在上涨。,,
1206,urge,[ɜ:dʒ],"vt.催促，力劝；强烈主
张；鼓励，促进 n.强烈欲
望，迫切要求",They urged us to go with them.,他们力劝我们同他们一起去。,,
1207,us,[əs],pron.[宾格]我们,Let us begin.,我们开始吧。,,
1208,use,[ju:s],"n.用途；使用 vt.用，使
用，应用","I make use of my spare time to read
books.",我利用空闲时间看书。,,
1209,used,[ju:st],"（动词use的过去分词）
a.用过的，旧的，二手的
a.习惯于",They bought a used car.,他们买了一辆旧车。,,
1210,vacation,[vəˈkeɪʃn],n.假期，休假,"Teachers can rest during the summer
vacation.",老师在暑假可以得到休息。,,
1211,value,[ˈvælju:],n.价值,"He sold the car at a price below its real
value.","他以比实际价值低的价格卖掉了这辆
车。",,
1212,variety,[vəˈraɪəti],n.变化，多样性；种类,"There are a variety of flowers in the
garden.",花园里有各种各样的花。,,
1213,vast,[vɑ:st],a.巨大的，广阔的,A vast desert lay before us.,一片浩瀚的沙漠在我们眼前绵延。,,
1214,vehicle,[ˈvi:əkl],"n.交通工具，车辆；媒
介，载体","No vehicles are permitted inside the
park.",公园内禁止车辆通行。,,
1215,very,[ˈveri],ad.很，非常,I felt very tired when I got home.,我回到家时感到非常累。,,
1216,victim,[ˈvɪktɪm],n.牺牲品，受害者,"Thousands of trees have fallen victim to
this disease.",有数千株树木遭受了这种病的侵害。,,
1217,view,[vju:],"n.景色；视野；观点，见
解","In view of the weather we will cancel
the outing.",鉴于天气情况，我们要取消此次郊游。,,
1218,visit,[ˈvɪzɪt],vt./n.访问，拜访；参观,"The president visited five countries in
Europe.",总统在欧洲访问了 5 个国家。,,
1219,voice,[vɔɪs],n.说话声；语态,The little girl has a sweet voice.,这个小女孩说话声音很甜。,,
1220,vote,[vəʊt],v.投票，表决,"Each year, Academy members vote for
the best films of the previous year.","每年学院成员投票选出上年度的最佳影
片。",,
1221,voyage,[ˈvɔɪɪdʒ],n.航海，航行；航天,"The voyage form England to India used
to take six months.",过去从英格兰到印度要航行 6 个月。,,
1222,wait,[weɪt],v.等，等候,"I couldn't wait to show her my
masterpiece.",我迫不及待地想给她看我的杰作。,,
1223,wake,[weɪk],v.（叫）醒；（使）觉醒,"Wake up around the same time every
morning.",每天早晨差不多同一时间醒来。,,
1224,want,[wɒnt],v.要，想要；需要；通缉,"Mother wants me to water the trees
which want watering.",母亲要我给那些需要浇水的树浇水。,,
1225,warn,[wɔ:n],vt.警告，告诫；提醒,"My father warned me against going to
the West Coast because it was crowded
with tourists.","父亲提醒我不要去西海岸，因为那里挤
满了游客。",,
1226,wash,[wɒʃ],v./n.洗,"The storms washed away soil along the
road.",暴雨将路边的泥土冲走。,,
1227,waste,[weɪst],v./n.浪费，消耗,"Why waste money on clothes you don't
need?",为什么浪费钱买你不需要的衣服呢？,,
1228,watch,[wɒtʃ],"n.手表 v.观看，注视；当
心；注意，看管",Watch out!There's a car coming.,小心！汽车来了！,,
1229,way,[weɪ],n.路，路线；方法，手段,Will you tell me the way to the station?,你能告诉我到车站怎么走吗？,,
1230,wealth,[welθ],n.财富，财产,The first wealth is health.(Emerson),健康是人生第一财富。（爱默生）,,
1231,wear,[weə(r)],vt.穿，戴；留（胡须等）,"I have worn my boots out. I must get
another pair.",我把靴子穿坏了，得再买一双。,,
1232,weather,[ˈweðə(r)],n.天气,He went out despite the bad weather.,尽管天气不好，他还是出去了。,,
1233,website,[ˈwebsaɪt],n.网站,"If you need the instructions in English, go
to our website.","你如果需要英文说明的话，去我们的网
站吧。",,
1234,weekend,[ˌwi:kˈend,n.周末,"We had a good weekend in the
countryside.",我们在乡村度过了一个愉快的周末。,,
1235,weigh,[weɪ],v.称……的重量；钟,"Why not weigh the baby to find out how
much it weighs?","为何不称一下这个婴儿，弄清楚它有多
重呢？",,
1236,weight,[weɪt],n.重，重量；砝码，秤砣,"In the balance of one's feelings,the
weight of the motherland weighs the
heaviest;in the journey of one's life,the
road of his career stretches the longest.","在感情的天平上，祖国的砝码最重；在
人生的跋涉中，事业的道路最长。",,
1237,welcome,[ˈwelkəm],"vt./n.欢迎 a.受欢迎的 int.
欢迎","""Welcome to space.""he said.",他说：“欢迎来到太空。”,,
1238,welfare,[ˈwelfeə(r)],n.福利,"The state is still the main provider of
welfare.",政府仍然是福利的主要提供者。,,
1239,well,[wel],"ad.好地，令人满意地；
完全地 a.好的；健康的
int.好；嗯 n.并",They sell books as well as newspapers.,他们既卖报也卖书。,,
1240,western,[ˈwestən],a.西部的，西方的,"My house is in the western part of the
town.",我家住在城西。,,
1241,what,[wɒt],"pron.什么 det.什么；多
么，太",What happy children (they are)!,多幸福的孩子们！,,
1242,whatever,[wɒtˈevə(r)],det./pron.无论什么,"Whatever I suggest,he always disagrees.",无论我提议什么，他总是不同意。,,
1243,when,[wen],"ad.什么时候，何时 conj.
当……时","We had hardly got home when it began
to rain.",我们刚一到家，就开始下起雨来。,,
1244,whenever,[wenˈevə(r)],"ad.究竟何时 conj.无论何
时；每当","Whenever can I find the time to enjoy a
long journey?","究竟什么时候我才能找出时间享受长途
旅行呢？",,
1245,where,[weə(r)],ad.在哪里，往哪里,We live where the road crosses the river.,我们住在河流与公路交叉的地方。,,
1246,wherever,[weərˈevə(r)],"ad.究竟在哪里 conj.无论
在/到哪里","Wherever I went,the dog followed me.",无论我走到哪里，这只狗总是跟着我。,,
1247,whether,[ˈweðə(r)],conj.是否,"Whether he succeeds or fails,he has to
do his best.","不论是成功还是失败，他都必须尽力而
为。",,
1248,which,[wɪtʃ],"det./pron.哪一个，哪一
些","Which dress do you want,the red one or
the yellow one?",你要哪件衣服，红的还是黄的？,,
1249,while,[waɪl],"conj.当……的时候；然而
n.一段时间","Mary made coffee while her guests
were finishing their meal.","客人们快吃完饭的时候，玛丽煮了咖
啡。",,
1250,whisper,[ˈwɪspə(r)],v.低语；私下说,"What are you two whispering about
over there?",你们俩在那里嘀咕些什么？,,
1251,who,[hu:],pron.谁,Who locked the door?,谁锁的门？,,
1252,whole,[həʊl],"a.整个的；完整的，完全
的","All the people here have known the
whole truth about the matter.","这里所有的人都已经知道了这件事情的
全部真相。",,
1253,whom,[hu:m],pron.谁（who的宾格）,"The girl with whom Jim is talking is my
sister.",正在和吉姆讲话的那位姑娘是我妹妹。,,
1254,whose,[hu:z],pron.谁的,"That's the new machine whose parts are
too small to be seen.","这就是那台新机器，它的零部件小得都
看不见。",,
1255,why,[waɪ],"ad.为什么 int.哊，啊
（表示惊讶、不耐烦等）",Why not come and see me tomorrow?,为什么不明天来看我呢？,,
1256,will,[wɪl],"v.将；会；愿 n.意志；遗
嘱","In her will, she says she will leave all her
money to her pet dog.","在遗嘱中她说要把所有的钱留给她的宠
物狗。",,
1257,win,[wɪn],v.获胜，赢；成功,"Yesterday I beat John at chess；he won
only one set,while I won two sets.","昨天我和约翰下棋赢了，他只赢了一
盘，而我赢了两盘。",,
1258,wind,[wɪnd],"n.风 v.缠绕；转动，上发
条；弯曲前进","Against the fierce wind, he wound his
way.",顶着狂风，他蜿蜒前进。,,
1259,wisdom,[ˈwɪzdəm],n.智慧,Years bring wisdom.,年长智也增。,,
1260,wise,[waɪz],"a.聪明的，英明的，有智
慧的",Man is usually wiser after an event.,[谚]吃一堑，长一智。,,
1261,wish,[wɪʃ],n./v.希望；盼望；祝愿,"A minute before, she had wished for
someone to come along.","刚才她还盼望着能有什么人朝这里走
来。",,
1262,with,[wɪð],"prep.和……在一起；用；
以；附有；关于",Don't play with him.,不要和他一起玩。,,
1263,within,[wɪˈðɪn],prep.在……里面；不超出,His actions were within the law.,他的行动在法律允许范围之内。,,
1264,without,[wɪˈðaʊt],"prep.没有；不用，不
拿，不带",Man wouldn't live without air or water.,没有空气和水，人就不能生存。,,
1265,wonder,[ˈwʌndə(r)],"v.感到疑惑，想知道 n.惊
奇；奇迹，奇观","No wonder you're tired ,you've been
walking for hours.","难怪你累了呢，你一直走了好几个小
时。",,
1266,wonderful,[ˈwʌndəfl],"a.奇异的；极好的，精彩
的","He created wonderful characters in his
novels.",他在小说中塑造了精彩的人物形象。,,
1267,word,[wɜ:d],"n.词，；话语，言语；消
息","We express our thoughts by means of
words.",我们用语言来表达自己的思想。,,
1268,work,[wɜ:k],"n.工作 vi.工作；运转；起
作用","Often things don't work out as you
expect.",事情通常不会按你期望的发展。,,
1269,worry,[ˈwʌri],"v.（使）担忧，（使）发
愁 n.忧虑，担心；烦恼事","Alice,whose father was very ill, worried
him instead of worrying about his illness.","爱丽丝父亲病得厉害，她不为他的病担
忧，反而使他烦恼。",,
1270,worth,[wɜ:θ],a.值……的，有……价值的,The film is well worth seeing.,这部影片很值得一看。,,
1271,would,[wʊd],"modal v.（will的过去
式）将；愿，要；过去常
常，总会",I would like to go to the concert tonight.,我想今晚去听音乐会。,,
1272,wound,[waʊnd],"vt.（用刀、枪等）伤害 n.
伤，伤口",The soldier was wounded in the arm.,这个士兵的胳膊受伤了。,,
